Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Ryan Mountcastle","BAL",34,147,135,35,22,7,0,5,17,19,9,0,36,1,1,0,,1,0,0.256527,0.0606702,0.247962,0.244676,0.304501,0.431798,0.317227,0.736299,0.175271,3.35871,0.309565,0.0422062,-0.0856644,17.8671,0.497923,104.514,-0.0434582,0.0477818,0.7386268861591816,-3.0772182047367096,0.278383,999,,,,,,,160.2,4.711764705,160.2,4.711764705,,,,,,,,,,,,,,,,,,,"Ryan Mountcastle","18373",663624
"Leody Taveras","BAL",18,77,70,18,12,3,0,2,9,8,6,0,16,0,1,0,,3,1,0.250389,0.0716505,0.20446,0.350437,0.304695,0.392181,0.303546,0.696876,0.141792,5.86019,0.29365,0.00893947,0.20393,8.50367,-0.594469,95.0898,0.21287,0.244218,-0.23275239765644073,0.21921835839748383,0.269765,999,,,,,,,79.2,4.4,79.2,4.4,,,,,,,,,,,,,,,,,,,"Leody Taveras","18900",665750
"Keibert Ruiz","WSN",81,320,298,74,52,14,0,8,30,36,15,0,36,4,2,0,,2,1,0.249442,0.0482083,0.114022,0.422799,0.292139,0.379069,0.292656,0.671208,0.129627,2.48187,0.259051,-0.417242,-0.410671,32.5105,-5.3,86.0837,-0.827914,-3.69849,-6.105899691581726,2.551513671875,0.263023,731.4000244140625,,,,,,,290.2,3.582716049,290.2,3.582716049,,,,,,,,,,,,,,,,,,,"Keibert Ruiz","19610",660688
"Daniel Susac","SFG",19,77,71,17,11,3,0,2,7,9,4,0,22,1,1,0,,1,0,0.234686,0.0562676,0.282936,0.19887,0.28595,0.367302,0.285824,0.653252,0.132615,3.76295,0.30763,-0.00764189,-0.078188,7.37656,-1.69795,83.7774,-0.0858299,0.0392727,-1.5624722242355347,1.539272729307413,0.259051,999,,,,,,,68.6,3.610526315,68.6,3.610526315,,,,,,,,,,,,,,,,,,,"Daniel Susac","sa3019997",691740
"Christian Vázquez","HOU",19,77,70,16,12,3,0,1,7,7,5,0,15,1,1,0,,1,0,0.225786,0.0642604,0.19334,0.332369,0.280418,0.326841,0.268964,0.607259,0.101056,2.93627,0.265116,-0.112583,-0.115536,6.32522,-2.7493,70.3981,-0.228119,0.696013,-2.907620057463646,2.196012854576111,0.257489,999,,,,,,,57.6,3.031578947,57.6,3.031578947,,,,,,,,,,,,,,,,,,,"Christian Vazquez","9774",543877
"Juan Brito","CLE",23,98,86,20,13,4,0,2,11,10,10,0,20,1,1,0,,1,1,0.227837,0.102269,0.201981,0.506327,0.313847,0.363267,0.299583,0.677114,0.13543,3.90363,0.268361,-0.0045653,-0.204977,10.5075,-1.07192,92.1,-0.209543,-0.0864915,-1.1220297664403915,0.26350846886634827,0.257263,999,,,,,,,88.5,3.847826086,88.5,3.847826086,,,,,,,,,,,,,,,,,,,"Juan Brito","sa3009808",682877
"Justyn-Henry Malloy","TBR",23,98,83,20,13,4,0,3,12,11,13,0,27,1,1,0,,1,0,0.238544,0.131596,0.272328,0.483227,0.34853,0.381462,0.325849,0.729992,0.142918,3.03714,0.316776,-0.0017095,-0.134295,12.5974,1.01797,108.127,-0.136004,-0.252752,0.8026690781116486,-1.702751874923706,0.25301,999,,,,,,,112.7,4.9,112.7,4.9,,,,,,,,,,,,,,,,,,,"Justyn-Henry Malloy","29606",669234
"Johan Rojas","PHI",21,91,84,21,15,3,1,1,11,9,5,0,19,1,1,1,,5,1,0.246879,0.0541909,0.213856,0.253398,0.293629,0.350186,0.282955,0.643816,0.103308,7.08714,0.306001,0.0536276,0.45169,8.52847,-2.22388,77.808,0.505317,0.908408,-1.8881713151931763,1.2334083914756775,0.24277,999,,,,,,,82.1,3.909523809,82.1,3.909523809,,,,,,,,,,,,,,,,,,,"Johan Rojas","24336",679032
"Troy Johnston","COL",62,266,241,63,42,13,2,7,31,32,18,0,54,5,2,1,,8,2,0.261675,0.0667866,0.202929,0.329114,0.322981,0.416806,0.321721,0.739787,0.15513,5.93203,0.309474,-0.133079,0.377731,33.3014,1.87145,92.3212,0.244652,0.691004,-2.176221191883087,-4.308995604515076,0.241935,746.9199829101562,,,,,,,305.3,4.924193548,305.3,4.924193548,,,,,,,,,,,,,,,,,,,"Troy Johnston","26143",687859
"Ryan Waldschmidt","ARI",26,112,97,23,16,4,1,2,14,12,12,0,24,2,1,0,,3,1,0.23875,0.110772,0.216881,0.510749,0.335693,0.360403,0.311035,0.696096,0.121653,5.08959,0.295494,0,-0.0912669,13.05,-0.183661,97.6701,-0.0912669,0.118718,-0.4005398154258728,-0.981282465159893,0.239866,999,,,,,,,112.8,4.338461538,112.8,4.338461538,,,,,,,,,,,,,,,,,,,"Ryan Waldschmidt","sa3025261",814439
"Leo Jiménez","TOR",18,77,67,15,10,3,0,2,9,8,6,0,17,3,1,0,,1,0,0.229236,0.0811729,0.215502,0.376669,0.318586,0.352335,0.300274,0.67092,0.123098,3.89321,0.278812,-0.0295533,-0.150372,8.29914,-0.799005,91.9953,-0.179925,0.00908537,-0.9063801765441895,0.5840853601694107,0.238175,999,,,,,,,73.4,4.077777777,73.4,4.077777777,,,,,,,,,,,,,,,,,,,"Leo Jimenez","23782",677870
"Nick Allen","HOU",29,126,113,26,20,5,0,1,12,10,10,0,25,1,1,1,,3,1,0.232769,0.0786814,0.197481,0.398424,0.297433,0.313408,0.273563,0.610841,0.080639,4.33932,0.285464,0.0121545,-0.118794,10.8478,-4.04007,73.5663,-0.106639,1.22874,-4.032200261950493,1.92873877286911,0.22849,999,,,,,,,92.4,3.186206896,92.4,3.186206896,,,,,,,,,,,,,,,,,,,"Nick Allen","22277",669397
"Nelson Velázquez","STL",44,189,170,37,23,7,1,7,21,23,16,0,50,2,1,0,,3,1,0.220784,0.085844,0.264917,0.324041,0.292868,0.393738,0.29915,0.686605,0.172954,4.18568,0.267138,0.150457,-0.141616,20.198,-2.13376,92.6604,0.00884036,-0.0985263,-1.6352644748985767,-2.423526130616665,0.228084,999,,,,,,,185.9,4.225,185.9,4.225,,,,,,,,,,,,,,,,,,,"Nelson Velazquez","23359",676369
"Richie Palacios","TBR",41,175,153,35,25,7,0,3,20,16,19,0,34,2,1,0,,5,1,0.231764,0.107091,0.195428,0.54798,0.320917,0.337054,0.29461,0.65797,0.10529,5.1939,0.279031,-0.0134522,0.223104,18.0569,-2.6207,86.6076,0.209651,0.307761,-2.5526450723409653,-1.2672394216060638,0.225428,999,,,,,,,161.2,3.931707317,161.2,3.931707317,,,,,,,,,,,,,,,,,,,"Richie Palacios","24589",680700
"Randal Grichuk","NYY",29,126,116,28,17,6,1,4,15,15,8,0,27,1,1,0,,0,0,0.242286,0.0624504,0.214295,0.291423,0.295157,0.418956,0.30774,0.714113,0.176669,3.54554,0.276912,0.0262048,-0.193393,14.3441,-0.543783,97.6623,-0.167188,-0.175424,-0.5143529921770096,-1.625423938035965,0.224774,999,,,,,,,128.5,4.431034482,128.5,4.431034482,,,,,,,,,,,,,,,,,,,"Randal Grichuk","10243",545341
"Tyler Locklear","ARI",36,154,137,33,22,7,1,4,18,19,13,0,40,3,1,0,,3,1,0.244232,0.0828501,0.261792,0.316473,0.322258,0.398347,0.315904,0.720605,0.154115,4.98686,0.312891,-0.0159322,0.00671637,18.5524,0.356157,101.005,-0.00921586,0.0448852,0.17422507796436548,-3.1051148772239685,0.224343,999,,,,,,,162.3,4.508333333,162.3,4.508333333,,,,,,,,,,,,,,,,,,,"Tyler Locklear","31396",682988
"Griffin Conine","MIA",86,371,329,73,46,14,1,12,40,43,35,0,123,3,2,0,,1,1,0.221721,0.0954401,0.331814,0.287631,0.301987,0.382598,0.300933,0.684584,0.160877,2.9453,0.30997,-0.179635,-0.702135,40.1853,-3.65124,90.3932,-0.88177,1.02926,-5.105986535549164,-5.045743346214294,0.224221,999,,,,,,,352,4.093023255,352,4.093023255,,,,,,,,,,,,,,,,,,,"Griffin Conine","21626",665052
"Mike Tauchman","NYM",24,105,91,21,15,4,0,2,13,10,13,0,25,1,1,0,,1,0,0.233462,0.119681,0.234748,0.509829,0.331832,0.362042,0.309815,0.693874,0.12858,3.80645,0.292149,-0.114182,-0.13126,12.1303,-0.276234,101.119,-0.245442,0.0967164,-0.10614742338657379,-1.2282836511731148,0.220887,999,,,,,,,100.9,4.204166666,100.9,4.204166666,,,,,,,,,,,,,,,,,,,"Mike Tauchman","15274",643565
"Eli White","ATL",31,133,122,29,20,4,1,3,17,15,9,0,37,2,1,0,,5,1,0.23661,0.0651442,0.274522,0.2373,0.294829,0.371046,0.291144,0.665875,0.134437,6.63573,0.307294,-0.0493083,0.365594,13.349,-2.36601,84.5574,0.316285,1.08781,-2.1179702281951904,-0.18718552589416504,0.216881,999,,,,,,,125.6,4.051612903,125.6,4.051612903,,,,,,,,,,,,,,,,,,,"Eli White","19346",642201
"Robert Hassell III","WSN",63,273,249,60,45,10,0,5,28,26,20,1,65,2,1,1,,6,2,0.241813,0.0720087,0.238174,0.302336,0.300351,0.344701,0.285012,0.645052,0.102888,4.56347,0.306941,0.0178276,0.199448,26.0413,-6.21573,80.8477,0.217275,0.228692,-5.979670524597168,-0.9963083863258362,0.215552,999,,,,,,,234.8,3.726984126,234.8,3.726984126,,,,,,,,,,,,,,,,,,,"Robert Hassell III","27482",690987
"Dom Keegan","TBR",16,64,58,13,8,3,0,2,7,7,5,0,18,1,1,0,,0,0,0.224996,0.0761293,0.278558,0.273298,0.290697,0.360793,0.286143,0.65149,0.135797,3.19917,0.293899,-0.00657065,-0.0830985,6.16367,-1.39843,80.7745,-0.0896691,0.193696,-1.5398783832788467,1.4436956495046616,0.215531,999,,,,,,,60.3,3.76875,60.3,3.76875,,,,,,,,,,,,,,,,,,,"Dom Keegan","sa3020194",681371
"Kristian Campbell","BOS",21,91,80,20,14,4,0,2,10,10,9,0,23,2,0,0,,1,0,0.247845,0.0986449,0.254806,0.387137,0.335146,0.380558,0.317774,0.715703,0.132713,4.28529,0.32342,0.0105059,-0.107991,11.101,0.348669,99.2505,-0.0974855,-0.127163,-0.17787069082260132,-0.8521633744239807,0.215065,739.3599853515625,,,,,,,97.3,4.633333333,97.3,4.633333333,,,,,,,,,,,,,,,,,,,"Kristian Campbell","33644",692225
"Johnathan Rodríguez","CLE",19,84,76,19,12,3,0,3,9,10,7,0,24,1,0,0,,0,0,0.249623,0.0870378,0.286221,0.304093,0.31891,0.414948,0.319362,0.733859,0.165326,3.34102,0.325726,-0.0177468,-0.149637,10.3554,0.430155,105.725,-0.167384,-0.123847,0.399426206946373,-1.223846971988678,0.211452,999,,,,,,,91.3,4.805263157,91.3,4.805263157,,,,,,,,,,,,,,,,,,,"Johnathan Rodriguez","22530",671286
"Jacob Melton","TBR",34,147,134,30,19,6,0,4,17,16,11,0,39,1,1,0,,8,2,0.224148,0.0751347,0.265584,0.282904,0.286245,0.367105,0.286625,0.65335,0.142958,6.05713,0.283706,0.0203195,0.504988,14.2148,-3.1544,81.107,0.525308,0.525498,-2.748028516769409,-0.24950218200683594,0.210965,697.6699829101562,,,,,,,134.6,3.958823529,134.6,3.958823529,,,,,,,,,,,,,,,,,,,"Jacob Melton","31661",689200
"Brice Matthews","HOU",18,77,68,15,9,3,1,2,9,9,7,0,26,1,0,0,,3,1,0.220448,0.0945503,0.333489,0.283519,0.304283,0.382576,0.30249,0.686859,0.162128,6.63348,0.311222,0.00316304,0.12757,8.43763,-0.660513,93.493,0.130733,-0.0085387,-0.4598022848367691,-0.13353870064020157,0.210444,999,,,,,,,76.1,4.227777777,76.1,4.227777777,,,,,,,,,,,,,,,,,,,"Brice Matthews","33280",694728
"Jose Iglesias",,36,154,142,36,27,7,0,2,15,14,8,0,26,2,1,1,,2,1,0.25252,0.0520738,0.167472,0.31094,0.301868,0.342751,0.285019,0.644618,0.0902307,3.46736,0.294405,-0.0778005,-0.148503,14.6909,-3.50542,80.5016,-0.226304,-0.383645,-3.775284692645073,0.5663554668426514,0.204942,999,,,,,,,129.7,3.602777777,129.7,3.602777777,,,,,,,,,,,,,,,,,,,"Jose Iglesias","10231",578428
"Derek Hill","CHW",24,105,96,23,16,4,1,3,12,11,7,0,30,1,1,1,,3,1,0.235185,0.0626767,0.283063,0.221423,0.290787,0.367465,0.288543,0.658252,0.13228,5.94036,0.310623,0.0126812,0.178988,10.3169,-2.08966,83.053,0.191669,0.291787,-1.905600294470787,0.26678743958473206,0.202079,999,,,,,,,105.2,4.383333333,105.2,4.383333333,,,,,,,,,,,,,,,,,,,"Derek Hill","16947",656537
"Nick Yorke","PIT",26,112,103,26,19,5,0,2,12,11,8,0,25,1,1,0,,2,1,0.253606,0.069471,0.225053,0.308687,0.308625,0.364732,0.295766,0.673357,0.111127,4.57302,0.31711,0.00492685,-0.0792263,11.6615,-1.57217,86.3107,-0.0742995,0.0381332,-1.8914553001523018,0.08813318982720375,0.196741,999,,,,,,,103.9,3.996153846,103.9,3.996153846,,,,,,,,,,,,,,,,,,,"Nick Yorke","27504",694377
"Heriberto Hernández","MIA",76,329,289,64,39,13,1,11,37,40,34,0,100,3,2,1,,3,1,0.222734,0.101963,0.304774,0.334553,0.308734,0.392684,0.307804,0.701418,0.16995,3.98466,0.295586,-0.163575,-0.410118,37.4711,-1.40277,95.0995,-0.573693,-0.414241,-2.4845731258392334,-6.539241075515747,0.196654,999,,,,,,,330.1,4.343421052,330.1,4.343421052,,,,,,,,,,,,,,,,,,,"Heriberto Hernandez","24878",681715
"Brett Harris","ATH",18,77,68,16,11,3,0,2,9,9,7,0,16,1,1,0,,1,0,0.235335,0.090815,0.205506,0.441909,0.316715,0.363557,0.302124,0.680272,0.128222,3.97337,0.279078,-0.0214966,-0.0730902,8.41477,-0.683368,89.8464,-0.0945867,0.461487,-1.016064114868641,0.286486878991127,0.196505,999,,,,,,,75,4.166666666,75,4.166666666,,,,,,,,,,,,,,,,,,,"Brett Harris","29788",695391
"Oswaldo Cabrera","NYY",29,126,113,27,18,5,0,3,15,13,10,0,26,1,1,1,,2,1,0.236594,0.0808336,0.202489,0.399199,0.302942,0.370362,0.296332,0.673303,0.133768,4.20775,0.275852,-0.0241856,-0.0864503,13.1771,-1.71076,89.8041,-0.110636,-0.00435156,-1.6247828900814056,-0.8043515081517398,0.195169,999,,,,,,,114.9,3.962068965,114.9,3.962068965,,,,,,,,,,,,,,,,,,,"Oswaldo Cabrera","21707",665828
"Emmanuel Rodriguez","MIN",13,56,47,10,6,2,0,1,7,6,8,0,19,1,0,0,,1,0,0.217257,0.147979,0.342617,0.431906,0.339646,0.360251,0.314755,0.699898,0.142994,5.73073,0.333619,0,-0.00924076,6.69411,0.0772788,100.609,-0.00924076,0.0767368,0.030931503511965275,-0.12326318025588989,0.187753,999,,,,,,,53.1,4.084615384,53.1,4.084615384,,,,,,,,,,,,,,,,,,,"Emmanuel Rodriguez","sa3014693",691181
"Jorge Mateo","ATL",34,147,136,31,19,7,1,3,17,14,8,0,39,1,1,1,,11,2,0.224203,0.0542122,0.263011,0.206121,0.268953,0.35701,0.272639,0.625963,0.132807,7.52034,0.287482,0.151328,1.09538,12.5456,-4.82363,71.8809,1.24671,0.266441,-3.652359366416931,0.5414405465126038,0.182097,999,,,,,,,134.1,3.944117647,134.1,3.944117647,,,,,,,,,,,,,,,,,,,"Jorge Mateo","17273",622761
"Ildemaro Vargas","ARI",21,91,84,21,15,4,1,1,9,10,5,0,11,1,1,0,,1,0,0.25122,0.0571739,0.115879,0.493392,0.299297,0.355517,0.287799,0.654815,0.104297,4.3887,0.272889,0.00346629,-0.0813768,8.88633,-1.86602,81.7524,-0.0779105,0.570677,-2.0459872111678123,0.7956768721342087,0.181838,999,,,,,,,80.2,3.819047619,80.2,3.819047619,,,,,,,,,,,,,,,,,,,"Ildemaro Vargas","13324",545121
"Andruw Monasterio","BOS",24,105,93,23,16,5,0,2,12,10,10,0,25,1,1,0,,3,1,0.242311,0.092034,0.235786,0.390328,0.319096,0.363326,0.302776,0.682423,0.121015,5.0245,0.30633,-0.00497662,-0.00438603,11.5303,-0.876275,88.9189,-0.00936265,-0.442409,-1.3806999493390322,-0.4674094542860985,0.180665,999,,,,,,,105,4.375,105,4.375,,,,,,,,,,,,,,,,,,,"Andruw Monasterio","19455",655316
"Andrew Knizner","SEA",19,77,68,15,11,3,0,1,8,7,6,0,16,2,1,0,,0,0,0.219604,0.0747747,0.212533,0.351826,0.295073,0.320186,0.276123,0.615259,0.100582,3.19392,0.267595,-0.0170567,-0.0671738,6.77161,-2.3029,81.2858,-0.0842305,-0.622135,-1.7782006189227104,0.8778648376464844,0.180555,999,,,,,,,58.1,3.057894736,58.1,3.057894736,,,,,,,,,,,,,,,,,,,"Andrew Knizner","19514",668800
"Nathaniel Lowe","CIN",26,112,99,25,17,4,0,3,12,14,12,0,26,1,1,0,,0,0,0.254755,0.1055,0.232786,0.453207,0.336381,0.407683,0.325673,0.744064,0.152928,2.54781,0.311058,-0.11988,-0.203544,14.381,1.14735,103.801,-0.323424,-0.00178401,0.1811678111553192,-2.151784103247337,0.179625,999,,,,,,,119.8,4.607692307,119.8,4.607692307,,,,,,,,,,,,,,,,,,,"Nathaniel Lowe","19566",663993
"Jonah Heim","ATL",18,70,64,14,10,3,0,2,7,7,5,0,14,0,1,0,,0,0,0.225607,0.0732704,0.196804,0.3723,0.284967,0.356399,0.281709,0.641367,0.130793,3.13817,0.257733,-0.0710433,-0.052484,6.52661,-1.7917,78.0938,-0.123527,0.0866261,-1.9513494968414307,1.46162611246109,0.17897,999,,,,,,,56.9,3.161111111,56.9,3.161111111,,,,,,,,,,,,,,,,,,,"Jonah Heim","16930",641680
"Tim Tawa","ARI",36,154,139,31,20,6,1,4,17,17,12,0,39,1,1,0,,3,1,0.223179,0.0795475,0.251783,0.315937,0.290528,0.368812,0.289522,0.65934,0.145633,4.87238,0.275525,-0.00221087,-0.0845976,15.2538,-2.94246,82.9326,-0.0868085,0.374248,-3.201981134712696,-0.17575204372406006,0.178626,999,,,,,,,137.2,3.811111111,137.2,3.811111111,,,,,,,,,,,,,,,,,,,"Tim Tawa","29571",694374
"Brandon Lockridge","MIL",21,91,82,20,14,4,1,1,10,8,7,0,24,1,1,1,,5,1,0.241652,0.0810761,0.262422,0.308953,0.308676,0.339027,0.287893,0.647703,0.0973752,6.79176,0.327355,-0.00754537,0.447125,8.89332,-1.85903,83.556,0.43958,0.522676,-1.3339702486991882,0.04767623543739319,0.178157,999,,,,,,,87.4,4.161904761,87.4,4.161904761,,,,,,,,,,,,,,,,,,,"Brandon Lockridge","21496",663604
"Lenyn Sosa","CHW",99,427,402,101,68,17,1,15,44,54,18,0,95,3,3,1,,2,1,0.25072,0.0419626,0.221478,0.189466,0.285431,0.408726,0.299363,0.694157,0.158006,2.85311,0.290524,-0.0250146,-0.686856,45.7065,-4.7468,90.5066,-0.711871,-1.29746,-5.489599227905273,-7.472461104393005,0.17747,500.2699890136719,,,,,,,423.6,4.278787878,423.6,4.278787878,,,,,,,,,,,,,,,,,,,"Lenyn Sosa","22896",672820
"Myles Straw","TOR",42,182,164,38,29,7,1,2,20,15,14,0,35,1,1,2,,6,1,0.233691,0.0767049,0.191669,0.400195,0.294617,0.318253,0.272951,0.612869,0.084562,6.20159,0.284737,0.137934,0.516913,15.5787,-5.926,73.1734,0.654847,1.59301,-5.099674761295319,0.5430108308792114,0.174697,999,,,,,,,147.2,3.504761904,147.2,3.504761904,,,,,,,,,,,,,,,,,,,"Myles Straw","17620",664702
"Alex Freeland","LAD",11,49,43,10,6,2,0,1,6,5,5,0,13,1,0,0,,1,0,0.226228,0.111492,0.265496,0.419939,0.320443,0.377836,0.309007,0.69828,0.151609,4.59103,0.289456,-0.000823143,0.0105262,5.62868,-0.161046,97.774,0.00970301,-0.0296417,-0.11956946551799774,0.19535830430686474,0.174548,999,,,,,,,48.1,4.372727272,48.1,4.372727272,,,,,,,,,,,,,,,,,,,"Alex Freeland","31665",690976
"Ty France","SDP",26,112,101,25,18,5,0,3,12,12,7,0,21,4,1,0,,0,0,0.251099,0.0594697,0.183693,0.323746,0.31928,0.379593,0.308205,0.698873,0.128494,2.27345,0.28994,-0.0551801,-0.151204,12.7926,-0.44104,100.454,-0.206384,0.0225538,-0.14610580727458,-1.8774462174624205,0.174209,999,,,,,,,114.7,4.411538461,114.7,4.411538461,,,,,,,,,,,,,,,,,,,"Ty France","17982",664034
"Sam Antonacci","CHW",11,49,42,10,8,2,0,0,6,5,5,0,9,2,0,0,,2,1,0.244053,0.0942974,0.179036,0.526694,0.344619,0.337792,0.308564,0.682411,0.0937386,6.29212,0.296647,0,0.0610991,5.61105,-0.178679,96.8447,0.0610991,-0.0443739,-0.12112922593951225,0.1306261010468006,0.173522,999,,,,,,,41.8,3.8,41.8,3.8,,,,,,,,,,,,,,,,,,,"Sam Antonacci","sa3025363",803011
"Bryce Teodosio","LAA",58,252,231,50,36,9,3,3,26,22,14,0,79,4,2,2,,11,3,0.218551,0.0547853,0.311997,0.175596,0.272703,0.320302,0.262332,0.593005,0.101751,7.28394,0.313287,0.0159584,0.846677,19.3978,-10.378,64.0763,0.862635,2.10998,-9.807117819786072,2.809979200363159,0.171506,999,,,,,,,186.9,3.222413793,186.9,3.222413793,,,,,,,,,,,,,,,,,,,"Bryce Teodosio","29524",669326
"Dylan Carlson","CHC",16,70,61,14,9,3,0,2,8,7,8,0,16,1,1,0,,1,0,0.229794,0.107377,0.231468,0.463898,0.320825,0.363954,0.304431,0.684779,0.13416,4.43638,0.283808,0.0136368,-0.0618476,7.78092,-0.490118,95.9227,-0.0482108,0.150497,-0.3864860460162163,-0.29950277507305145,0.168092,999,,,,,,,73.8,4.6125,73.8,4.6125,,,,,,,,,,,,,,,,,,,"Dylan Carlson","20126",666185
"Michael Conforto","CHC",23,98,86,19,12,4,0,3,11,11,10,0,24,1,1,0,,0,0,0.226695,0.103131,0.249279,0.413719,0.316186,0.396909,0.31297,0.713095,0.170213,2.55573,0.273472,-0.0300151,-0.118634,11.5727,-0.00679976,101.772,-0.148649,-0.641669,0.0571310818195343,-1.6916687488555908,0.166355,999,,,,,,,93.2,4.052173913,93.2,4.052173913,,,,,,,,,,,,,,,,,,,"Michael Conforto","16376",624424
"Bryce Johnson","SDP",32,140,124,28,21,5,1,2,15,13,12,0,38,2,1,2,,5,1,0.230507,0.0839495,0.270824,0.309977,0.307078,0.326995,0.284473,0.634073,0.096488,5.70393,0.315461,-0.0314025,0.282531,13.2933,-3.2488,84.1971,0.251129,-0.0284026,-2.3710232377052307,-0.7284025959670544,0.159445,999,,,,,,,120.5,3.765625,120.5,3.765625,,,,,,,,,,,,,,,,,,,"Bryce Johnson","20002",669369
"Eric Wagaman","MIN",26,112,103,27,17,6,0,3,12,12,7,0,22,1,1,0,,1,0,0.25765,0.0657762,0.196174,0.335296,0.308578,0.40341,0.309538,0.711987,0.14576,4.17099,0.301591,-0.0530766,-0.110655,12.9138,-0.319861,97.0147,-0.163731,-0.0970077,-0.5578050762414932,-1.747007668018341,0.158589,999,,,,,,,119.7,4.603846153,119.7,4.603846153,,,,,,,,,,,,,,,,,,,"Eric Wagaman","23395",676572
"Blaine Crim","COL",34,147,132,34,22,7,0,5,18,18,12,1,31,2,1,0,,1,0,0.259011,0.0849272,0.212647,0.399381,0.328036,0.430545,0.328273,0.758582,0.171535,3.37733,0.302595,-0.0533811,-0.23014,19.1854,1.81627,96.8099,-0.283521,0.188923,-0.8393264710903168,-2.5360772162675858,0.155036,999,,,,,,,169.6,4.988235294,169.6,4.988235294,,,,,,,,,,,,,,,,,,,"Blaine Crim","25714",688760
"Jesus Rodriguez","SFG",8,33,29,8,6,1,0,0,4,3,3,0,5,0,0,0,,1,0,0.26749,0.0822349,0.161366,0.509617,0.332974,0.365447,0.308679,0.698421,0.0979577,4.76976,0.310852,-0.00138736,-0.0241428,3.73611,-0.115836,99.4333,-0.0255302,-0.122521,-0.04742528311908245,0.40247897058725357,0.147296,999,,,,,,,29.6,3.7,29.6,3.7,,,,,,,,,,,,,,,,,,,"Jesus Rodriguez","sa3008916",683679
"Michael Helman","TEX",19,84,77,17,10,4,0,2,10,9,5,0,19,1,1,0,,2,0,0.217162,0.06435,0.230385,0.279315,0.275938,0.3551,0.276642,0.631038,0.137938,5.832,0.260789,-0.0180187,0.161732,7.44188,-2.48337,76.5176,0.143713,0.299582,-2.1811336874961853,0.6495818197727203,0.139103,999,,,,,,,70.4,3.705263157,70.4,3.705263157,,,,,,,,,,,,,,,,,,,"Michael Helman","24605",680737
"Dylan Moore","PHI",19,84,73,16,9,3,0,3,11,9,8,0,25,2,1,0,,5,1,0.213609,0.0992515,0.294569,0.336938,0.306865,0.392888,0.306897,0.699753,0.17928,6.61157,0.274676,0.00467474,0.202279,9.50527,-0.419981,94.209,0.206953,-0.467238,-0.369585782289505,-1.0672375559806824,0.138928,999,,,,,,,90.2,4.747368421,90.2,4.747368421,,,,,,,,,,,,,,,,,,,"Dylan Moore","18042",664238
"Abimelec Ortiz","WSN",63,273,246,56,35,10,1,10,32,32,22,0,71,3,2,0,,1,1,0.228809,0.0800679,0.258931,0.309225,0.297246,0.397598,0.302379,0.694844,0.168789,3.55451,0.278686,-0.0133101,-0.551042,29.8908,-2.36629,92.7448,-0.564352,0.358892,-2.9118605852127075,-4.816107898950577,0.138614,999,,,,,,,270.4,4.292063492,270.4,4.292063492,,,,,,,,,,,,,,,,,,,"Abimelec Ortiz","sa3016926",694673
"Alex Jackson","MIN",8,32,29,6,3,2,0,1,4,4,2,0,10,0,0,0,,0,0,0.207881,0.0698722,0.314473,0.222188,0.272664,0.384908,0.28605,0.657571,0.177027,3.81758,0.271943,-0.00495784,-0.0401004,3.07944,-0.701607,80.8353,-0.0450582,0.145616,-0.7678689807653427,0.7706160396337509,0.137217,999,,,,,,,25.8,3.225,25.8,3.225,,,,,,,,,,,,,,,,,,,"Alex Jackson","17276",656577
"Will Brennan","SFG",26,112,104,28,20,5,0,2,11,11,6,0,16,1,1,0,,2,1,0.266136,0.0518988,0.141241,0.367448,0.30921,0.375427,0.29867,0.684637,0.109291,4.13736,0.29723,-0.0267763,-0.122372,11.9256,-1.30806,92.5773,-0.149148,-0.0538356,-1.1344630867242813,-1.253835640847683,0.136891,999,,,,,,,108.1,4.157692307,108.1,4.157692307,,,,,,,,,,,,,,,,,,,"Will Brennan","25660",686823
"Andrew McCutchen","TEX",45,196,170,39,27,7,0,5,21,19,23,1,47,2,1,0,,1,1,0.231686,0.115178,0.23814,0.483658,0.325606,0.367919,0.3068,0.693525,0.136233,2.77699,0.286321,-0.36454,-0.342508,22.1635,-0.995419,97.2921,-0.707048,-0.0842765,-1.3325871229171753,-4.084276452660561,0.135987,999,,,,,,,189.8,4.217777777,189.8,4.217777777,,,,,,,,,,,,,,,,,,,"Andrew McCutchen","9847",457705
"Zach Dezenzo","HOU",23,98,89,21,14,5,0,3,12,11,8,0,30,1,1,0,,1,0,0.24044,0.0767444,0.301931,0.254179,0.3045,0.396551,0.306141,0.701051,0.156111,3.94489,0.322211,0.00503169,-0.0362099,11.0293,-0.550156,96.008,-0.0311782,-0.49986,-0.4922719355672598,-1.599860519170761,0.131049,999,,,,,,,100.2,4.356521739,100.2,4.356521739,,,,,,,,,,,,,,,,,,,"Zach Dezenzo","31562",701305
